"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",101.4258,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",101.4062,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",101.2465,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",100.9786,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.8204,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.8573,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",101.0541,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",101.218,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.3877,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.5233,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.3362,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.7395,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.88873,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.48566,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.57848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.96497,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",100.2461,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",100.3184,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",100.2389,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",100.1536,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",100.0831,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",100.0088,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.94247,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.85501,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.7422,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.71232,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.65965,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.5872,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.51293,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.39575,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.20977,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.06152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.93655,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.84761,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",98.95975,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.38625,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.0765,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.5359,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.6004,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.4161,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.2286,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.1279,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.0892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.0739,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.0679,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.0974,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.2348,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.5687,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",101.0671,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.3898,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.415,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",101.2095,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",101.004,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.8121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.6363,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.5133,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.3969,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.2806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.3148,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.6292,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.1532,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.4472,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.3503,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.9797,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.6808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.5189,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.432,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.3926,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.3481,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.2601,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.1492,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.0362,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.90678,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.82437,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.76666,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.70805,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.67732,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.66984,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.67824,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.69992,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.72865,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.73289,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.62708,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.2673,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.7037,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.24723,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",97.86163,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.47346,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.21126,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",97.06136,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",96.98373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",96.91533,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",96.84781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",96.7494,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",96.63247,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",96.50545,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",96.34332,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.21467,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",96.15083,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",96.12812,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",96.13172,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.17831,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.31249,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.41378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.50174,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.63472,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",96.67545,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",96.59737,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",96.44402,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.40697,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.53997,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.79582,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.89351,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.79456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",96.60541,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",96.38338,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.17944,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",95.96724,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.84714,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.81898,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",95.90221,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",96.01756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.1968,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",96.46726,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",96.67271,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",96.78867,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",96.86342,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",96.90203,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",96.9381,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",96.99512,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",97.05041,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.12453,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.22607,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.27745,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.30629,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.3941,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.50093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",97.6705,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",97.92335,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.08727,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.13028,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.14319,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.29656,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.68136,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.302,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.69162,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.82915,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.80834,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.80274,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",99.92538,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.1611,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.332,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.5058,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.9233,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",101.1146,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.3575,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.4789,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.3574,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.3277,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.2719,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.1768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.0868,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.0525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.104,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.1379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.1742,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.2194,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.2156,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.0832,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.9006,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.6848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.4425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.3125,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.3981,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.6334,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.7123,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.6734,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.6748,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.7105,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.77,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.8324,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.9089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.893,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.8644,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.9294,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.0444,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.185,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.4216,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.6472,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.7358,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.771,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.7526,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.7514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.7082,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.6399,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.6827,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.7796,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.8717,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.9924,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",102.116,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",102.1983,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",102.1849,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",102.0608,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.9371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.8523,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.7356,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.5939,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.4383,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.2201,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.9143,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.6488,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4252,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.208,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.0459,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.86429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.90552,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.1198,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.1825,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.1878,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.0882,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.89426,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.74487,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.70562,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.68404,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.7324,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.76169,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.70394,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.79912,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.88733,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",100.0258,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.2346,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.3442,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.3567,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.2642,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.0502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.81153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.66507,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.61996,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.54842,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.43593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.32092,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.23154,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.30063,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.44507,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.69209,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.87373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.90708,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.9641,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.92568,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.93979,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.079,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.3413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.5689,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.7284,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.8149,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.8825,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.9877,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.0479,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.9856,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.9172,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.8197,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8187,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.9346,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.0104,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.9765,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.9653,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.9348,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9439,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",101.0654,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",101.1719,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.2389,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1507,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.897,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4721,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.3262,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3441,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.4928,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.6411,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.7917,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.9473,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.1214,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.2702,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.2652,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2567,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.3865,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.5174,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.6021,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.6686,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.6485,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.6615,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.7279,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.8147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.9149,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.9321,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.9168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.9172,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.9363,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.9609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.0443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.0483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.1009,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.0655,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.9569,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.6691,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.2889,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.032,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.0086,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.0113,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.9486,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.8717,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8463,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.9423,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.0682,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.2124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.3904,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.6467,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.9361,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.1742,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.2121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.2425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.2787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.2704,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.2725,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.2489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.1867,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1353,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.0256,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0636,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.1363,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.0695,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.8636,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.5257,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.1735,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.8896,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.6929,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5592,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.3684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2729,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2145,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.2104,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.236,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.4632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.8538,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.2112,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.2429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.068,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.3919,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.0618,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.78179,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.55728,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.41821,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.39473,
